"008358","华安全球精选债(QDII)C"
"009693","富国积极成长一年定开混合"
"009632","浦银安盛普嘉87个月定开债A"
"008863","中银证券汇兴定期开放债券"
"008644","天弘季季兴三个月定开A"
"008752","大成全球美元债债券(QDII)C"
"009543","申万菱信安泰富利三年定开A"
"004639","华夏恒慧一年定开债券"
"009164","中加聚庆六个月定开混合A"
"008609","广发养老2040(FOF)"
"009255","中银添盛39个月定期开放债券"
"008229","鑫元安硕两年定开债"
"009605","安信永顺一年定开债券"
"008825","民生瑞盈一年定开债发起式"
"009386","创金合信泰享39个月"
"008168","汇添富聚焦成长三个月混合FOF"
"008508","中融聚锦一年定开债券"
"008289","国寿安保泰祥纯债一年定开债券发起式"
"009419","宝盈祥明一年定开混合A"
"008496","国泰惠瑞一年定开债"
"009202","中邮优享一年定开混合C"
"009143","上投摩根养老一年混合(FOF)"
"009218","博时荣丰回报三年封闭混合C"
"009577","上银聚永益一年定开债券"
"008803","海富通瑞弘6个月债券"
"009053","平安合庆定开债"
"009453","平安合兴1年定开债"
"009334","富国融享18个月定开混合"
"009342","易方达优质企业三年持有期混合"
"009633","浦银安盛普嘉87个月定开债C"
"009213","易方达如意安泰(FOF)A"
"007668","广发养老2035三年持有期混合(FOF)"
"009184","东方红颐和积极养老五年(FOF)"
"008824","民生加银瑞鑫一年定开债券发起式"
"007247","易方达汇智稳健养老混合(FOF)"
"008925","鹏华尊达一年定开发起式债券"
"008724","泓德裕瑞三年定开债券"
"007813","易方达中证浙江新动能ETF(QDII)联接A"
"009323","博时富通一年定开债发起式"
"008463","招商添瑞1年定开债A"
"009695","招商成长精选一年定开混合A"
"009756","华宝宝利定开债券"
"009573","南方养老2045三年持有混合(FOF)"
"009572","南方养老2040三年持有混合(FOF)"
"009561","博时富盛一年定开债发起式"
"009451","中金新盛1年定开债"
"008631","国泰民泽平衡养老FOF"
"009595","山西证券裕盛一年定开混合"
"009177","东方永悦18个月定开债券A"
"008386","前海联合泓旭定开债券"
"007705","长城恒康稳健养老一年(FOF)"
"008930","中加安瑞平衡养老三年(FOF)"
"008826","天弘成享一年定开"
"009032","工银聚和一年定开混合C"
"008363","广发民丰一年定期开放债券"
"008877","国联安增盛一年定开债"
"009648","中欧睿达定期开放混合C"
"009683","汇添富创新增长一年定开混合A"
"009696","招商成长精选一年定开混合C"
"008158","招商盛鑫优选3个月持有(FOF)A"
"009217","博时荣丰回报三年封闭混合A"
"009437","信达澳银科创一年定开混合A"
"008637","国金惠享一年定开"
"008890","中邮价值优选定开混合"
"008478","天弘鑫意39个月定开债"
"008766","财通资管鸿盛12个月定开债券A"
"009044","浦银安盛盛毅一年定开债券"
"009587","国寿安保瑞和66个月定开债"
"009146","新华精选成长3个月混合(FOF)"
"008625","国富平衡养老三年混合(FOF)"
"009201","中邮优享一年定开混合A"
"009768","创金合信汇悦一年定开混合A"
"009715","汇添富策略增长两年封闭混合"
"009684","汇添富创新增长一年定开混合C"
"009238","兴业绿色纯债一年定开债券C"
"008561","中邮淳悦39个月定开债C"
"008553","万家养老2035三年持有期混合(FOF)"
"009725","东方红优质甄选一年持有混合"
"009364","工银科技创新6个月定开混合A"
"009455","创金合信汇融一年定开混合C"
"007280","上投摩根日本精选股票(QDII)"
"007353","工银科技创新3年封闭混合"
"009687","华夏磐利一年定开混合C"
"007897","易方达优选多资产三个月持有混合(FOF)C"
"009692","国泰浩益18个月封闭运作混合C"
"009691","国泰浩益18个月封闭运作混合A"
"009183","东方红颐和平衡养老三年(FOF)"
"009031","工银聚和一年定开混合A"
"009454","创金合信汇融一年定开混合A"
"009686","华夏磐利一年定开混合A"
"009794","太平智选一年定开股票"
"008361","南方招利一年债券"
"008414","国泰惠泰一年定期开放债券"
"009833","创金合信泰博66个月定开债"
"009207","兴银汇智定开债"
"009365","工银科技创新6个月定开混合C"
"009174","东方红颐和稳健养老两年(FOF)"
"007723","鹏华锦润86个月定开债"
"009411","中银科技创新一年定开混合"
"009732","兴业稳泰66个月定开债券"
"009355","泰达泰和稳健养老一年(FOF)"
"009544","申万菱信安泰富利三年定开C"
"009460","安信禧悦稳健养老一年持有混合(FOF)"
"008608","广发汇浦三年定期开放债券"
"009165","中加聚庆六个月定开混合C"
"009161","上投锦程养老五年混合(FOF)"
"008368","富国亚洲收益债券(QDII)美元"
"008756","民生加银瑞夏一年定开债券发起式"
"009178","东方永悦18个月定开债券C"
"009166","平安合享1年定开债"
"008366","广发汇明一年定期开放债券"
"009760","鹏扬淳安66个月定开债C"
"008862","中银证券汇远定开债"
"008560","中邮淳悦39个月定开债A"
"009133","汇安嘉利一年封闭混合A"
"009578","上银聚德益一年定开债券"
"009759","鹏扬淳安66个月定开债A"
"008357","华安全球精选债(QDII)A"
"009237","兴业绿色纯债一年定开债券A"
"009787","鹏华聚合多资产3个月持有期混合(FOF)"
"009902","易方达悦享一年持有混合A"
"010056","平安瑞兴一年定开混合A"
"008102","中金鑫福87个月定开债"
"009452","光大尊裕纯债一年定开债"
"010201","农银汇理智增一年定开混合"
"009682","南方创新精选一年定开混合C"
"009674","嘉合慧康63个月定开债券C"
"009642","富国荣利纯债一年定开债发起式"
"009187","天弘聚新三个月定开C"
"009806","东方红招盈甄选一年混合A"
"009934","浦银安盛普华66个月定开债C"
"009933","浦银安盛普华66个月定开债A"
"009552","财通资管丰乾39个月定开债A"
"008614","浙商汇金安享66个月定期C"
"009906","诺德安瑞39个月定开"
"009303","恒生前海恒颐五年定开债A"
"009867","工银创新精选一年定开混合A"
"009159","前海联合智选3个月持有混合(FOF)A"
"007600","泰康润颐63个月定开债券"
"009770","英大安鑫66个月定期开放债券"
"009765","惠升和煦88个月定开债"
"009844","华泰紫金丰安27个月定开债券A"
"009305","汇安恒利39个月定开纯债债券"
"006189","国金量化添利"
"009506","富荣富恒两年定开债"
"009371","浦银安盛睿和优选3个月持有混合(FOF)C"
"010100","创金合信鼎诚3个月定开混合A"
"009681","南方创新精选一年定开混合A"
"009385","天弘永裕平衡养老三年持有(FOF)"
"009814","泰达宏利乐盈66个月定开债A"
"009553","财通资管丰乾39个月定开债C"
"009761","光大尊合87个月定开债"
"009212","易方达恒茂39个月定开债券"
"009984","鹏华启航两年封闭运作混合"
"009921","鹏华年年红一年持有期债券C"
"010482","汇添富盛和66个月定开债"
"008669","方正富邦禾利39个月定开债A"
"010252","长江安享纯债18个月定开债C"
"009442","中银养老2040三年持有期混合(FOF)"
"010292","东方红核心优选定开混合C"
"001994","华安年年红债券C"
"009186","天弘聚新三个月定开A"
"009890","华润元大润禧39个月定开债C"
"010101","创金合信鼎诚3个月定开混合C"
"010046","博时金福安一年持有混合(FOF)A"
"010266","兴全安泰稳健养老一年持有混合(FOF)"
"010257","天弘多利一年"
"010462","中信保诚嘉润66个月定开债"
"009895","上投摩根瑞盛87个月定开债"
