"006336","泓德量化精选混合"
"006594","博道中证500增强C"
"007254","广发均衡价值混合"
"002295","广发稳安灵活配置A"
"006377","广发趋势动力混合"
"006868","华夏科技成长股票"
"005966","安信中证500指数增强C"
"161912","万家社会责任18个月定开A"
"040180","华安上证180ETF联接"
"630006","华商产业升级混合"
"519177","浦银安盛盛世精选混合C"
"005672","前海联合研究优选混合C"
"001709","华富物联世界灵活配置混合"
"005977","中信保诚至兴混合A"
"008371","华安汇智精选两年持有期混合"
"006687","方正富邦深证100ETF联接A"
"151002","银河收益混合"
"007854","光大景气先锋混合"
"008604","广发稳安灵活配置C"
"630007","华商稳健双利债券A"
"169201","浙商鼎盈事件驱动混合"
"004895","华商鑫安灵活混合"
"519116","浦银安盛沪深300指数增强"
"519026","海富通中小盘混合"
"202025","南方上证380ETF联接A"
"004250","银河量化优选混合"
"270022","广发内需增长混合A"
"002319","大成一带一路灵活配置混合"
"070030","嘉实中创400ETF联接A"
"007731","民生加银持续成长混合A"
"165309","建信沪深300指数(LOF)"
"006235","东方城镇消费主题混合"
"180003","银华-道琼斯88指数A"
"450008","国富沪深300指数增强"
"011183","广发内需增长混合C"
"501087","交银瑞丰三年封闭混合"
"161913","万家社会责任18个月定开C"
"002289","华商改革创新股票"
"006882","华泰保兴健康消费A"
"005970","国泰消费优选股票"
"008314","上投摩根慧选成长A"
"519117","浦银安盛基本面400指数"
"002281","建信裕利灵活配置混合"
"005310","广发电子信息传媒股票A"
"004266","招商沪港深科技创新混合A"
"007895","嘉实价值成长混合"
"010754","招商沪港深科技创新混合C"
"007732","民生加银持续成长混合C"
"007571","南方上证380ETF联接C"
"010236","广发电子信息传媒股票C"
"004686","华夏研究精选股票"
"001279","中海积极增利混合"
"006160","博道启航混合A"
"004359","创金合信量化核心混合A"
"004190","招商沪深300指数增强A"
"007163","浦银安盛环保新能源A"
"007243","安信核心竞争力混合A"
"006756","国泰中证生物医药ETF联接A"
"590001","中邮核心优选混合"
"006608","泓德研究优选混合"
"000545","中邮核心竞争力灵活配置混合"
"003882","易方达瑞弘混合A"
"002562","泓德泓益量化混合"
"001397","建信精工制造指数增强"
"007835","国泰鑫睿混合"
"630009","华商稳定增利债券A"
"000066","诺安鸿鑫混合"
"410003","华富成长趋势混合"
"180010","银华优质增长混合"
"002067","诺安精选回报混合"
"007244","安信核心竞争力混合C"
"008315","上投摩根慧选成长C"
"320020","诺安策略精选股票"
"260115","景顺长城中小盘混合"
"350007","天治趋势精选混合"
"180001","银华优势企业混合"
"110035","易方达双债增强债券A"
"003883","易方达瑞弘混合C"
"080006","长盛环球行业混合(QDII)"
"003804","华安新丰利灵活配置混合C"
"003839","易方达瑞通灵活配置混合A"
"001256","泓德优选成长混合"
"001672","国寿安保智慧生活股票"
"673071","西部利得新动力混合A"
"501070","广发睿阳三年定开混合"
"000877","华泰柏瑞量化优选混合"
"007164","浦银安盛环保新能源C"
"005188","海富通量化前锋股票C"
"161115","易方达岁丰添利债券(LOF)"
"167002","平安鼎越混合(LOF)"
"519670","银河行业混合"
"006757","国泰中证生物医药ETF联接C"
"005978","中信保诚至兴混合C"
"519987","长信恒利优势混合"
"002686","中欧丰泓沪港深混合C"
"006323","合煦智远嘉选混合A"
"008009","华商高端装备制造股票"
"006688","方正富邦深证100ETF联接C"
"005288","海富通创业板增强A"
"530009","建信收益增强债券A"
"006161","博道启航混合C"
"000236","工银月月薪定期支付债券A"
"006883","华泰保兴健康消费C"
"006251","银华兴盛股票"
"009108","富国红利精选混合(QDII)人民币"
"004191","招商沪深300指数增强C"
"008208","博道嘉泰回报混合"
"007750","广发优势增长股票"
"005873","建信创业板ETF联接A"
"450003","国富潜力组合混合A"
"003840","易方达瑞通灵活配置混合C"
"000143","鹏华双债加利债券"
"005967","鹏华创新驱动混合"
"001384","东方新思路混合A"
"378010","上投摩根成长先锋混合"
"001036","嘉实企业变革股票"
"001179","德邦大健康灵活配置混合"
"005189","海富通量化前锋股票A"
"008273","广发优质生活混合"
"003986","申万菱信中证500指数优选增强A"
"006719","国融融盛龙头严选混合C"
"003132","德邦新回报灵活配置混合"
"001978","泰信互联网+混合"
"673090","西部利得个股精选股票"
"006165","建信中证1000指数增强A"
"005851","财通新视野灵活配置混合A"
"001379","景顺长城领先回报混合C"
"090004","大成精选增值混合"
"160716","嘉实基本面50指数(LOF)A"
"006038","大成景恒混合C"
"005874","建信创业板ETF联接C"
"673073","西部利得新动力混合C"
"519756","交银国企改革灵活配置混合"
"007960","方正富邦天恒混合C"
"160642","鹏华增瑞混合(LOF)"
"005287","海富通创业板增强C"
"001844","九泰久益混合C"
"007368","浙商沪港深精选混合A"
"002472","光大先进服务业混合"
"400011","东方核心动力混合"
"005250","银华估值优势混合"
"007664","永赢创业板指数发起式A"
"001764","广发沪港深新机遇股票"
"002068","东方多策略灵活配置混合C"
"000008","嘉实中证500ETF联接A"
"582003","东吴配置优化混合A"
"007665","永赢创业板指数发起式C"
"001344","易方达沪深300医药联接A"
"011707","东吴配置优化混合C"
"006324","合煦智远嘉选混合C"
"007883","易方达沪深300医药联接C"
"000793","工银高端制造股票"
"008271","大成优势企业混合A"
"166001","中欧新趋势混合A"
"519960","长信利广混合C"
"006166","建信中证1000指数增强C"
"006201","景顺长城量化先锋混合"
"519110","浦银安盛价值成长混合A"
"168103","九泰锐益定增混合"
"501093","华夏翔阳两年定开混合"
"630107","华商稳健双利债券B"
"007850","方正富邦天睿混合A"
"001759","嘉实成长增强混合"
"162714","广发深证100指数(LOF)A"
"009472","广发深证100指数(LOF)C"
"001696","南方智造股票"
"007484","信达澳银核心科技混合"
"320005","诺安价值增长混合"
"006768","华安沪港深优选混合"
"000978","景顺长城量化精选股票"
"007369","浙商沪港深精选混合C"
"005434","鹏华睿投混合"
"001808","银华互联网主题灵活配置混合"
"001521","国寿安保成长优选股票"
"000051","华夏沪深300ETF联接A"
"001574","中海混改红利混合"
"002861","工银智能制造股票"
"001959","华商乐享互联灵活配置混合"
"001518","万家瑞兴"
"006938","鹏华中证500指数(LOF)C"
"008467","博道嘉瑞混合A"
"004360","创金合信量化核心混合C"
"007470","博道叁佰智航股票A"
"001004","新华稳健回报混合发起式"
"007472","华夏创蓝筹ETF联接A"
"005706","兴业龙腾双益平衡混合"
"519671","银河沪深300价值指数"
"005080","海富通量化多因子混合C"
"610005","信达澳银红利回报混合"
"001385","东方新思路混合C"
"008186","淳厚信睿混合A"
"008272","大成优势企业混合C"
"004008","中融鑫思路混合A"
"270002","广发稳健增长混合A"
